Airport,Year,Month,Domestic_Inbound,Domestic_Outbound,Domestic_Total,International_Inbound,International_Outbound,International_Total,Total_Inbound,Total_Outbound,Total_Passengers
CAIRNS,2018,12,182221,174912,357133,28415,30812,59227,210636,205724,416360
CAIRNS,2019,1,165466,182593,348059,35119,28466,63585,200585,211059,411644
CAIRNS,2019,2,137677,144222,281899,30795,25815,56610,168472,170037,338509
CAIRNS,2019,3,148353,148820,297173,27643,27018,54661,175996,175838,351834
CAIRNS,2019,4,174165,174537,348702,26308,26781,53089,200473,201318,401791
CAIRNS,2019,5,155803,156734,312537,21257,24427,45684,177060,181161,358221
CAIRNS,2019,6,165242,156860,322102,22586,22671,45257,187828,179531,367359
CAIRNS,2019,7,202599,207474,410073,32703,26768,59471,235302,234242,469544
CAIRNS,2019,8,186770,193366,380136,31853,35300,67153,218623,228666,447289
CAIRNS,2019,9,179272,175399,354671,27488,27903,55391,206760,203302,410062
CAIRNS,2019,10,186674,198083,384757,29088,24945,54033,215762,223028,438790
CAIRNS,2019,11,166611,170095,336706,21997,22149,44146,188608,192244,380852
CAIRNS,2019,12,178108,171434,349542,25408,27336,52744,203516,198770,402286
CAIRNS,2020,1,167386,180829,348215,28638,24465,53103,196024,205294,401318
CAIRNS,2020,2,112318,121118,233436,24070,19120,43190,136388,140238,276626
CAIRNS,2020,3,87371,93860,181231,10976,10079,21055,98347,103939,202286
CAIRNS,2020,4,3459,3967,7426,30,24,54,3489,3991,7480
CAIRNS,2020,5,4457,4324,8781,37,55,92,4494,4379,8873
CAIRNS,2020,6,13751,12639,26390,102,144,246,13853,12783,26636
CAIRNS,2020,7,54621,49769,104390,53,72,125,54674,49841,104515
CAIRNS,2020,8,47105,50717,97822,79,58,137,47184,50775,97959
CAIRNS,2020,9,63478,61080,124558,94,68,162,63572,61148,124720
CAIRNS,2020,10,64549,68830,133379,130,108,238,64679,68938,133617
CAIRNS,2020,11,61386,63214,124600,367,96,463,61753,63310,125063
CAIRNS,2020,12,104291,92785,197076,250,106,356,104541,92891,197432
CAIRNS,2021,1,81168,94999,176167,267,127,394,81435,95126,176561
CAIRNS,2021,2,61052,61666,122718,184,104,288,61236,61770,123006
CAIRNS,2021,3,96171,89306,185477,171,47,218,96342,89353,185695
CAIRNS,2021,4,139312,137320,276632,0,0,0,139312,137320,276632
CAIRNS,2021,5,138197,136872,275069,0,0,0,138197,136872,275069
CAIRNS,2021,6,136235,124787,261022,283,275,558,136518,125062,261580
CAIRNS,2021,7,105136,122044,227180,434,550,984,105570,122594,228164
CAIRNS,2021,8,42963,46215,89178,0,0,0,42963,46215,89178
CAIRNS,2021,9,82306,78141,160447,0,0,0,82306,78141,160447
CAIRNS,2021,10,80925,85901,166826,0,3,3,80925,85904,166829
CAIRNS,2021,11,76280,79303,155583,0,19,19,76280,79322,155602
CAIRNS,2021,12,117397,98493,215890,0,26,26,117397,98519,215916
CAIRNS,2022,1,101593,119639,221232,0,68,68,101593,119707,221300
CAIRNS,2022,2,74950,73920,148870,0,111,111,74950,74031,148981
CAIRNS,2022,3,112705,109426,222131,107,250,357,112812,109676,222488
CAIRNS,2022,4,176984,170675,347659,1597,1374,2971,178581,172049,350630
CAIRNS,2022,5,152773,152054,304827,2277,3020,5297,155050,155074,310124
CAIRNS,2022,6,181033,165059,346092,4037,5344,9381,185070,170403,355473
CAIRNS,2022,7,188524,196632,385156,10314,8022,18336,198838,204654,403492
CAIRNS,2022,8,173475,178869,352344,11323,10614,21937,184798,189483,374281
CAIRNS,2022,9,184671,178202,362873,7586,7664,15250,192257,185866,378123
CAIRNS,2022,10,179425,188390,367815,10261,8440,18701,189686,196830,386516
CAIRNS,2022,11,149558,155164,304722,7692,9456,17148,157250,164620,321870
CAIRNS,2022,12,159727,149179,308906,11267,14438,25705,170994,163617,334611
CAIRNS,2023,1,143420,155313,298733,15885,13920,29805,159305,169233,328538
CAIRNS,2023,2,111683,116266,227949,15903,11957,27860,127586,128223,255809
CAIRNS,2023,3,142578,139756,282334,15864,17120,32984,158442,156876,315318
CAIRNS,2023,4,163902,166802,330704,18602,16245,34847,182504,183047,365551
CAIRNS,2023,5,158107,158050,316157,16952,18037,34989,175059,176087,351146
CAIRNS,2023,6,177738,166490,344228,18226,18794,37020,195964,185284,381248
CAIRNS,2023,7,195021,204360,399381,28855,20136,48991,223876,224496,448372
CAIRNS,2023,8,188334,193286,381620,27315,27939,55254,215649,221225,436874
CAIRNS,2023,9,191936,186040,377976,25026,28228,53254,216962,214268,431230
CAIRNS,2023,10,184789,195082,379871,27532,24665,52197,212321,219747,432068
CAIRNS,2023,11,162243,165589,327832,24233,25047,49280,186476,190636,377112
CAIRNS,2023,12,145746,139468,285214,23460,26852,50312,169206,166320,335526
CAIRNS,2024,1,150684,160317,311001,29351,26377,55728,180035,186694,366729
CAIRNS,2024,2,133183,137650,270833,25916,22413,48329,159099,160063,319162
CAIRNS,2024,3,153296,147367,300663,24446,26343,50789,177742,173710,351452
CAIRNS,2024,4,165086,171624,336710,23397,22580,45977,188483,194204,382687
CAIRNS,2024,5,160997,159965,320962,20443,23586,44029,181440,183551,364991
CAIRNS,2024,6,176673,167064,343737,22290,22402,44692,198963,189466,388429
CANBERRA,2009,1,108207,101081,209288,0,0,0,108207,101081,209288
CANBERRA,2009,2,116663,113554,230217,0,0,0,116663,113554,230217
CANBERRA,2009,3,140251,140587,280838,0,0,0,140251,140587,280838
CANBERRA,2009,4,131170,133295,264465,0,0,0,131170,133295,264465
CANBERRA,2009,5,133275,133030,266305,0,0,0,133275,133030,266305
CANBERRA,2009,6,129877,128886,258763,0,0,0,129877,128886,258763
CANBERRA,2009,7,135477,134669,270146,0,0,0,135477,134669,270146
CANBERRA,2009,8,140898,139037,279935,0,0,0,140898,139037,279935
CANBERRA,2009,9,138413,140091,278504,0,0,0,138413,140091,278504
CANBERRA,2009,10,139171,136886,276057,0,0,0,139171,136886,276057
CANBERRA,2009,11,140350,136400,276750,0,0,0,140350,136400,276750
CANBERRA,2009,12,124879,132273,257152,0,0,0,124879,132273,257152
CANBERRA,2010,1,115316,108511,223827,0,0,0,115316,108511,223827
CANBERRA,2010,2,127933,125520,253453,0,0,0,127933,125520,253453
CANBERRA,2010,3,159259,158643,317902,0,0,0,159259,158643,317902
CANBERRA,2010,4,137603,139037,276640,0,0,0,137603,139037,276640
CANBERRA,2010,5,135630,135664,271294,0,0,0,135630,135664,271294
CANBERRA,2010,6,138443,138293,276736,0,0,0,138443,138293,276736
CANBERRA,2010,7,140048,140533,280581,0,0,0,140048,140533,280581
CANBERRA,2010,8,138899,135985,274884,0,0,0,138899,135985,274884
CANBERRA,2010,9,137827,142801,280628,0,0,0,137827,142801,280628
CANBERRA,2010,10,150238,143708,293946,0,0,0,150238,143708,293946
CANBERRA,2010,11,146185,144206,290391,0,0,0,146185,144206,290391
CANBERRA,2010,12,127064,136664,263728,0,0,0,127064,136664,263728
CANBERRA,2011,1,112590,103009,215599,0,0,0,112590,103009,215599
CANBERRA,2011,2,123300,118760,242060,0,0,0,123300,118760,242060
CANBERRA,2011,3,147553,148135,295688,0,0,0,147553,148135,295688
CANBERRA,2011,4,133303,136882,270185,0,0,0,133303,136882,270185
CANBERRA,2011,5,139177,136996,276173,0,0,0,139177,136996,276173
CANBERRA,2011,6,127137,129848,256985,0,0,0,127137,129848,256985
CANBERRA,2011,7,141140,139594,280734,0,0,0,141140,139594,280734
CANBERRA,2011,8,143160,139888,283048,0,0,0,143160,139888,283048
CANBERRA,2011,9,141455,142946,284401,0,0,0,141455,142946,284401
CANBERRA,2011,10,138124,134276,272400,0,0,0,138124,134276,272400
CANBERRA,2011,11,140335,138342,278677,0,0,0,140335,138342,278677
CANBERRA,2011,12,121309,130966,252275,0,0,0,121309,130966,252275
CANBERRA,2012,1,109033,99199,208232,0,0,0,109033,99199,208232
CANBERRA,2012,2,121419,116842,238261,0,0,0,121419,116842,238261
CANBERRA,2012,3,141394,144121,285515,0,0,0,141394,144121,285515
CANBERRA,2012,4,126610,127383,253993,0,0,0,126610,127383,253993
CANBERRA,2012,5,133853,135314,269167,0,0,0,133853,135314,269167
CANBERRA,2012,6,125070,126912,251982,0,0,0,125070,126912,251982
CANBERRA,2012,7,131577,128069,259646,0,0,0,131577,128069,259646
CANBERRA,2012,8,131733,133657,265390,0,0,0,131733,133657,265390
CANBERRA,2012,9,128890,130406,259296,0,0,0,128890,130406,259296
CANBERRA,2012,10,138679,130767,269446,0,0,0,138679,130767,269446
CANBERRA,2012,11,135284,135565,270849,0,0,0,135284,135565,270849
CANBERRA,2012,12,113399,120717,234116,0,0,0,113399,120717,234116
CANBERRA,2013,1,103477,94142,197619,0,0,0,103477,94142,197619
CANBERRA,2013,2,113732,110963,224695,0,0,0,113732,110963,224695
CANBERRA,2013,3,134918,136345,271263,0,0,0,134918,136345,271263
CANBERRA,2013,4,124558,124378,248936,0,0,0,124558,124378,248936
CANBERRA,2013,5,129017,131160,260177,0,0,0,129017,131160,260177
CANBERRA,2013,6,126482,126045,252527,0,0,0,126482,126045,252527
CANBERRA,2013,7,128750,126930,255680,0,0,0,128750,126930,255680
CANBERRA,2013,8,126778,127395,254173,0,0,0,126778,127395,254173
CANBERRA,2013,9,120563,122006,242569,0,0,0,120563,122006,242569
CANBERRA,2013,10,134709,128025,262734,0,0,0,134709,128025,262734
CANBERRA,2013,11,127922,128151,256073,0,0,0,127922,128151,256073
CANBERRA,2013,12,112159,117843,230002,0,0,0,112159,117843,230002
CANBERRA,2014,1,97433,90215,187648,0,0,0,97433,90215,187648
CANBERRA,2014,2,106417,102807,209224,0,0,0,106417,102807,209224
CANBERRA,2014,3,124681,125533,250214,0,0,0,124681,125533,250214
CANBERRA,2014,4,114029,115205,229234,0,0,0,114029,115205,229234
CANBERRA,2014,5,120764,123275,244039,0,0,0,120764,123275,244039
CANBERRA,2014,6,118607,117421,236028,0,0,0,118607,117421,236028
CANBERRA,2014,7,122917,121468,244385,0,0,0,122917,121468,244385
CANBERRA,2014,8,120988,120574,241562,0,0,0,120988,120574,241562
CANBERRA,2014,9,121363,121743,243106,0,0,0,121363,121743,243106
CANBERRA,2014,10,131857,128821,260678,0,0,0,131857,128821,260678
CANBERRA,2014,11,122435,120113,242548,0,0,0,122435,120113,242548
CANBERRA,2014,12,108108,115048,223156,0,0,0,108108,115048,223156
CANBERRA,2015,1,94689,86462,181151,0,0,0,94689,86462,181151
CANBERRA,2015,2,104237,100964,205201,0,0,0,104237,100964,205201
CANBERRA,2015,3,126132,125655,251787,0,0,0,126132,125655,251787
CANBERRA,2015,4,114563,117067,231630,0,0,0,114563,117067,231630
CANBERRA,2015,5,120603,121584,242187,0,0,0,120603,121584,242187
CANBERRA,2015,6,118741,118659,237400,0,0,0,118741,118659,237400
CANBERRA,2015,7,123396,123872,247268,0,0,0,123396,123872,247268
CANBERRA,2015,8,121935,119718,241653,0,0,0,121935,119718,241653
CANBERRA,2015,9,121215,122296,243511,0,0,0,121215,122296,243511
CANBERRA,2015,10,126705,122960,249665,0,0,0,126705,122960,249665
CANBERRA,2015,11,127260,123247,250507,0,0,0,127260,123247,250507
CANBERRA,2015,12,107340,116006,223346,0,0,0,107340,116006,223346
CANBERRA,2016,1,95222,85827,181049,0,0,0,95222,85827,181049
CANBERRA,2016,2,113441,110029,223470,0,0,0,113441,110029,223470
CANBERRA,2016,3,125542,126699,252241,0,0,0,125542,126699,252241
CANBERRA,2016,4,118371,122047,240418,0,0,0,118371,122047,240418
CANBERRA,2016,5,121205,120895,242100,0,0,0,121205,120895,242100
CANBERRA,2016,6,116467,119291,235758,0,0,0,116467,119291,235758
CANBERRA,2016,7,124246,122447,246693,0,0,0,124246,122447,246693
CANBERRA,2016,8,126885,123817,250702,0,0,0,126885,123817,250702
CANBERRA,2016,9,123755,129234,252989,1421,1784,3205,125176,131018,256194
CANBERRA,2016,10,131890,124676,256566,3821,3174,6995,135711,127850,263561
CANBERRA,2016,11,134343,131391,265734,3393,3274,6667,137736,134665,272401
CANBERRA,2016,12,113363,124710,238073,2743,4161,6904,116106,128871,244977
CANBERRA,2017,1,101509,90217,191726,4665,3403,8068,106174,93620,199794
CANBERRA,2017,2,114565,110886,225451,3255,2652,5907,117820,113538,231358
CANBERRA,2017,3,135406,138246,273652,3369,3140,6509,138775,141386,280161
CANBERRA,2017,4,118282,119097,237379,3961,3427,7388,122243,122524,244767
CANBERRA,2017,5,128920,129619,258539,2794,2737,5531,131714,132356,264070
CANBERRA,2017,6,123485,128500,251985,3031,3727,6758,126516,132227,258743
CANBERRA,2017,7,131376,127611,258987,3918,2969,6887,135294,130580,265874
CANBERRA,2017,8,131056,131328,262384,3477,3076,6553,134533,134404,268937
CANBERRA,2017,9,131749,135681,267430,3582,3692,7274,135331,139373,274704
CANBERRA,2017,10,139380,132630,272010,4306,3250,7556,143686,135880,279566
CANBERRA,2017,11,138446,137892,276338,3759,3404,7163,142205,141296,283501
CANBERRA,2017,12,117225,128234,245459,3747,5094,8841,120972,133328,254300
CANBERRA,2018,1,104856,94239,199095,5278,3714,8992,110134,97953,208087
CANBERRA,2018,2,119614,114799,234413,3841,3174,7015,123455,117973,241428
CANBERRA,2018,3,138912,143798,282710,3975,3737,7712,142887,147535,290422
CANBERRA,2018,4,128524,128730,257254,4859,4717,9576,133383,133447,266830
CANBERRA,2018,5,135746,136978,272724,2930,4225,7155,138676,141203,279879
CANBERRA,2018,6,127237,129749,256986,3422,4773,8195,130659,134522,265181
CANBERRA,2018,7,141914,138351,280265,4197,4585,8782,146111,142936,289047
CANBERRA,2018,8,140734,141717,282451,3593,4245,7838,144327,145962,290289
CANBERRA,2018,9,134735,135431,270166,3749,4719,8468,138484,140150,278634
CANBERRA,2018,10,149456,142604,292060,3923,3360,7283,153379,145964,299343
CANBERRA,2018,11,142780,143912,286692,3035,3992,7027,145815,147904,293719
CANBERRA,2018,12,115000,123327,238327,2230,4649,6879,117230,127976,245206
CANBERRA,2019,1,106793,94755,201548,3290,3445,6735,110083,98200,208283
CANBERRA,2019,2,120670,118342,239012,2839,2678,5517,123509,121020,244529
CANBERRA,2019,3,135197,135475,270672,2592,3492,6084,137789,138967,276756
CANBERRA,2019,4,127461,127899,255360,2811,4239,7050,130272,132138,262410
CANBERRA,2019,5,130101,132847,262948,2984,4365,7349,133085,137212,270297
CANBERRA,2019,6,125376,126024,251400,3333,4545,7878,128709,130569,259278
CANBERRA,2019,7,140844,137122,277966,4168,4227,8395,145012,141349,286361
CANBERRA,2019,8,138130,139859,277989,3174,4067,7241,141304,143926,285230
CANBERRA,2019,9,140824,139184,280008,3471,4559,8030,144295,143743,288038
CANBERRA,2019,10,150608,147522,298130,3777,3557,7334,154385,151079,305464
CANBERRA,2019,11,143066,144165,287231,2813,3718,6531,145879,147883,293762
CANBERRA,2019,12,120748,130031,250779,2478,4447,6925,123226,134478,257704
CANBERRA,2020,1,107782,97761,205543,2617,3087,5704,110399,100848,211247
CANBERRA,2020,2,121940,117645,239585,2265,2279,4544,124205,119924,244129
CANBERRA,2020,3,77060,74706,151766,1471,1174,2645,78531,75880,154411
CANBERRA,2020,4,2044,2334,4378,0,0,0,2044,2334,4378
CANBERRA,2020,5,2891,2827,5718,0,0,0,2891,2827,5718
CANBERRA,2020,6,6861,6484,13345,0,0,0,6861,6484,13345
CANBERRA,2020,7,10723,11907,22630,0,0,0,10723,11907,22630
CANBERRA,2020,8,7072,6437,13509,0,0,0,7072,6437,13509
CANBERRA,2020,9,6167,7122,13289,0,0,0,6167,7122,13289
CANBERRA,2020,10,22103,23072,45175,0,0,0,22103,23072,45175
CANBERRA,2020,11,34173,34250,68423,118,0,118,34291,34250,68541
CANBERRA,2020,12,51306,61312,112618,0,0,0,51306,61312,112618
CANBERRA,2021,1,52681,44013,96694,0,0,0,52681,44013,96694
CANBERRA,2021,2,46159,46671,92830,0,0,0,46159,46671,92830
CANBERRA,2021,3,65604,66221,131825,137,0,137,65741,66221,131962
CANBERRA,2021,4,73731,73864,147595,0,0,0,73731,73864,147595
CANBERRA,2021,5,81032,82567,163599,0,0,0,81032,82567,163599
CANBERRA,2021,6,67280,69125,136405,0,0,0,67280,69125,136405
CANBERRA,2021,7,35607,33190,68797,0,0,0,35607,33190,68797
CANBERRA,2021,8,7057,5713,12770,0,0,0,7057,5713,12770
CANBERRA,2021,9,1854,1642,3496,0,0,0,1854,1642,3496
CANBERRA,2021,10,2074,2484,4558,0,0,0,2074,2484,4558
CANBERRA,2021,11,24218,23996,48214,0,0,0,24218,23996,48214
CANBERRA,2021,12,53095,64004,117099,0,0,0,53095,64004,117099
CANBERRA,2022,1,54401,45340,99741,0,0,0,54401,45340,99741
CANBERRA,2022,2,56774,56165,112939,0,0,0,56774,56165,112939
CANBERRA,2022,3,88227,88613,176840,0,0,0,88227,88613,176840
CANBERRA,2022,4,104174,106801,210975,0,0,0,104174,106801,210975
CANBERRA,2022,5,105704,106083,211787,0,0,0,105704,106083,211787
CANBERRA,2022,6,108136,110827,218963,0,0,0,108136,110827,218963
CANBERRA,2022,7,121068,119187,240255,0,0,0,121068,119187,240255
CANBERRA,2022,8,111703,109761,221464,0,0,0,111703,109761,221464
CANBERRA,2022,9,114412,119407,233819,0,0,0,114412,119407,233819
CANBERRA,2022,10,125573,119439,245012,0,0,0,125573,119439,245012
CANBERRA,2022,11,123665,122061,245726,0,0,0,123665,122061,245726
CANBERRA,2022,12,103818,116268,220086,0,0,0,103818,116268,220086
CANBERRA,2023,1,98797,86077,184874,0,0,0,98797,86077,184874
CANBERRA,2023,2,100579,98249,198828,0,0,0,100579,98249,198828
CANBERRA,2023,3,120774,122673,243447,0,0,0,120774,122673,243447
CANBERRA,2023,4,110403,108661,219064,105,72,177,110508,108733,219241
CANBERRA,2023,5,115035,115972,231007,0,0,0,115035,115972,231007
CANBERRA,2023,6,111779,116283,228062,0,0,0,111779,116283,228062
CANBERRA,2023,7,121023,116196,237219,318,203,521,121341,116399,237740
CANBERRA,2023,8,119065,120265,239330,802,874,1676,119867,121139,241006
CANBERRA,2023,9,119580,122742,242322,940,1059,1999,120520,123801,244321
CANBERRA,2023,10,127977,120158,248135,1234,1379,2613,129211,121537,250748
CANBERRA,2023,11,129008,129404,258412,983,1183,2166,129991,130587,260578
CANBERRA,2023,12,107915,118735,226650,1568,1360,2928,109483,120095,229578
CANBERRA,2024,1,99608,88844,188452,1235,1767,3002,100843,90611,191454
CANBERRA,2024,2,111444,108941,220385,544,707,1251,111988,109648,221636
CANBERRA,2024,3,121366,123362,244728,1001,927,1928,122367,124289,246656
CANBERRA,2024,4,113579,114353,227932,1140,1177,2317,114719,115530,230249
CANBERRA,2024,5,116763,119036,235799,1048,1085,2133,117811,120121,237932
CANBERRA,2024,6,112740,112096,224836,1750,1911,3661,114490,114007,228497
DARWIN,2009,1,48063,43362,91425,10356,6373,16729,58419,49735,108154
DARWIN,2009,2,36513,38153,74666,6589,4231,10820,43102,42384,85486
DARWIN,2009,3,44423,43605,88028,5113,5276,10389,49536,48881,98417
DARWIN,2009,4,54008,53083,107091,7744,7085,14829,61752,60168,121920
DARWIN,2009,5,59998,58394,118392,8422,8485,16907,68420,66879,135299
DARWIN,2009,6,66180,65174,131354,8809,9617,18426,74989,74791,149780
DARWIN,2009,7,72086,73153,145239,11331,8167,19498,83417,81320,164737
DARWIN,2009,8,65829,68777,134606,9252,9866,19118,75081,78643,153724
DARWIN,2009,9,62026,62687,124713,9437,8716,18153,71463,71403,142866
DARWIN,2009,10,55456,61195,116651,9885,7547,17432,65341,68742,134083
DARWIN,2009,11,48126,49180,97306,8305,7371,15676,56431,56551,112982
DARWIN,2009,12,47587,50893,98480,6700,11065,17765,54287,61958,116245
DARWIN,2010,1,49033,45706,94739,12438,7021,19459,61471,52727,114198
DARWIN,2010,2,40680,42137,82817,7671,5946,13617,48351,48083,96434
DARWIN,2010,3,52040,51606,103646,7223,6848,14071,59263,58454,117717
DARWIN,2010,4,56009,54454,110463,8722,8067,16789,64731,62521,127252
DARWIN,2010,5,59942,58547,118489,8980,8182,17162,68922,66729,135651
DARWIN,2010,6,68101,64828,132929,9032,10053,19085,77133,74881,152014
DARWIN,2010,7,77612,78928,156540,12432,10236,22668,90044,89164,179208
DARWIN,2010,8,71205,73913,145118,9930,10517,20447,81135,84430,165565
DARWIN,2010,9,68599,69156,137755,10104,9608,19712,78703,78764,157467
DARWIN,2010,10,61561,66232,127793,10326,7948,18274,71887,74180,146067
DARWIN,2010,11,51484,52956,104440,8202,7770,15972,59686,60726,120412
DARWIN,2010,12,51494,58703,110197,7376,12373,19749,58870,71076,129946
DARWIN,2011,1,55293,48768,104061,15893,9594,25487,71186,58362,129548
DARWIN,2011,2,38684,40291,78975,9685,8793,18478,48369,49084,97453
DARWIN,2011,3,50909,51066,101975,10698,9766,20464,61607,60832,122439
DARWIN,2011,4,59134,57886,117020,11843,11649,23492,70977,69535,140512
DARWIN,2011,5,61808,59126,120934,12126,10980,23106,73934,70106,144040
DARWIN,2011,6,66655,63831,130486,11490,12875,24365,78145,76706,154851
DARWIN,2011,7,94294,94188,188482,17228,16951,34179,111522,111139,222661
DARWIN,2011,8,82073,86379,168452,14244,16475,30719,96317,102854,199171
DARWIN,2011,9,76464,75476,151940,14384,16426,30810,90848,91902,182750
DARWIN,2011,10,74984,77772,152756,16324,16065,32389,91308,93837,185145
DARWIN,2011,11,66991,67348,134339,14519,16635,31154,81510,83983,165493
DARWIN,2011,12,63483,71878,135361,12214,20078,32292,75697,91956,167653
DARWIN,2012,1,68388,60334,128722,19497,14371,33868,87885,74705,162590
DARWIN,2012,2,53813,55491,109304,13713,12071,25784,67526,67562,135088
DARWIN,2012,3,63537,62277,125814,12657,13290,25947,76194,75567,151761
DARWIN,2012,4,67753,65371,133124,13086,14062,27148,80839,79433,160272
DARWIN,2012,5,68975,67402,136377,12099,12321,24420,81074,79723,160797
DARWIN,2012,6,78831,73034,151865,12603,15897,28500,91434,88931,180365
DARWIN,2012,7,86207,88760,174967,17574,15555,33129,103781,104315,208096
DARWIN,2012,8,77942,81287,159229,13355,14200,27555,91297,95487,186784
DARWIN,2012,9,71178,72489,143667,12534,12692,25226,83712,85181,168893
DARWIN,2012,10,64444,70909,135353,14405,12751,27156,78849,83660,162509
DARWIN,2012,11,59865,63198,123063,11167,12510,23677,71032,75708,146740
DARWIN,2012,12,55534,66863,122397,9045,17259,26304,64579,84122,148701
DARWIN,2013,1,62540,57093,119633,15897,12096,27993,78437,69189,147626
DARWIN,2013,2,46455,51578,98033,11276,10209,21485,57731,61787,119518
DARWIN,2013,3,64627,62391,127018,11665,12739,24404,76292,75130,151422
DARWIN,2013,4,70025,67143,137168,13150,13090,26240,83175,80233,163408
DARWIN,2013,5,69754,66386,136140,11902,12238,24140,81656,78624,160280
DARWIN,2013,6,77202,73766,150968,11490,14233,25723,88692,87999,176691
DARWIN,2013,7,85730,91046,176776,17711,15892,33603,103441,106938,210379
DARWIN,2013,8,78518,86863,165381,14709,16044,30753,93227,102907,196134
DARWIN,2013,9,77078,76640,153718,15175,14947,30122,92253,91587,183840
DARWIN,2013,10,76345,84183,160528,16029,14077,30106,92374,98260,190634
DARWIN,2013,11,62843,66689,129532,12889,13846,26735,75732,80535,156267
DARWIN,2013,12,62425,72740,135165,10761,21152,31913,73186,93892,167078
DARWIN,2014,1,68673,59642,128315,20907,13760,34667,89580,73402,162982
DARWIN,2014,2,51884,54504,106388,12288,10867,23155,64172,65371,129543
DARWIN,2014,3,62953,62152,125105,12264,11944,24208,75217,74096,149313
DARWIN,2014,4,74805,72966,147771,10904,11950,22854,85709,84916,170625
DARWIN,2014,5,74481,73042,147523,11129,12017,23146,85610,85059,170669
DARWIN,2014,6,90436,84191,174627,12073,15491,27564,102509,99682,202191
DARWIN,2014,7,94921,97274,192195,16732,14403,31135,111653,111677,223330
DARWIN,2014,8,87423,91411,178834,14429,15917,30346,101852,107328,209180
DARWIN,2014,9,79779,81259,161038,13861,13879,27740,93640,95138,188778
DARWIN,2014,10,78438,83022,161460,14688,12566,27254,93126,95588,188714
DARWIN,2014,11,66034,68759,134793,10563,11258,21821,76597,80017,156614
DARWIN,2014,12,62920,77493,140413,8816,15964,24780,71736,93457,165193
DARWIN,2015,1,69503,57368,126871,15839,9890,25729,85342,67258,152600
DARWIN,2015,2,52098,53095,105193,10012,8779,18791,62110,61874,123984
DARWIN,2015,3,65149,63427,128576,9928,10166,20094,75077,73593,148670
DARWIN,2015,4,74927,71880,146807,10371,9647,20018,85298,81527,166825
DARWIN,2015,5,76197,73855,150052,10489,10953,21442,86686,84808,171494
DARWIN,2015,6,88982,83047,172029,10295,12773,23068,99277,95820,195097
DARWIN,2015,7,97542,100915,198457,14992,12248,27240,112534,113163,225697
DARWIN,2015,8,85948,91755,177703,11491,12008,23499,97439,103763,201202
DARWIN,2015,9,82773,82494,165267,10797,10482,21279,93570,92976,186546
DARWIN,2015,10,75128,81496,156624,11222,9569,20791,86350,91065,177415
DARWIN,2015,11,67178,68458,135636,9269,9372,18641,76447,77830,154277
DARWIN,2015,12,60543,75501,136044,8199,13996,22195,68742,89497,158239
DARWIN,2016,1,69963,56451,126414,14691,10021,24712,84654,66472,151126
DARWIN,2016,2,53598,54994,108592,9106,7612,16718,62704,62606,125310
DARWIN,2016,3,66369,66209,132578,8824,9100,17924,75193,75309,150502
DARWIN,2016,4,73084,71795,144879,9808,10021,19829,82892,81816,164708
DARWIN,2016,5,77991,74579,152570,10481,11275,21756,88472,85854,174326
DARWIN,2016,6,90624,84174,174798,10734,13149,23883,101358,97323,198681
DARWIN,2016,7,97118,98221,195339,15791,13694,29485,112909,111915,224824
DARWIN,2016,8,86449,93385,179834,12553,12772,25325,99002,106157,205159
DARWIN,2016,9,82167,83178,165345,11777,12080,23857,93944,95258,189202
DARWIN,2016,10,81098,85102,166200,12234,11149,23383,93332,96251,189583
DARWIN,2016,11,69322,70127,139449,9560,9637,19197,78882,79764,158646
DARWIN,2016,12,63916,77790,141706,8924,17076,26000,72840,94866,167706
DARWIN,2017,1,73163,61620,134783,17466,11510,28976,90629,73130,163759
DARWIN,2017,2,53766,54788,108554,10799,7972,18771,64565,62760,127325
DARWIN,2017,3,67319,65572,132891,9524,9890,19414,76843,75462,152305
DARWIN,2017,4,73820,73730,147550,11407,11660,23067,85227,85390,170617
DARWIN,2017,5,77086,72354,149440,10377,10756,21133,87463,83110,170573
DARWIN,2017,6,89615,83613,173228,11386,14142,25528,101001,97755,198756
DARWIN,2017,7,96791,99647,196438,14671,13244,27915,111462,112891,224353
DARWIN,2017,8,90820,93937,184757,11606,12589,24195,102426,106526,208952
DARWIN,2017,9,80377,81831,162208,11525,10651,22176,91902,92482,184384
DARWIN,2017,10,78841,82495,161336,11330,10565,21895,90171,93060,183231
DARWIN,2017,11,68432,70673,139105,9446,9662,19108,77878,80335,158213
DARWIN,2017,12,63841,75420,139261,8449,14230,22679,72290,89650,161940
DARWIN,2018,1,71306,60705,132011,15625,10304,25929,86931,71009,157940
DARWIN,2018,2,52433,53191,105624,8919,7364,16283,61352,60555,121907
DARWIN,2018,3,64602,65239,129841,7718,8106,15824,72320,73345,145665
DARWIN,2018,4,72393,70218,142611,9102,9005,18107,81495,79223,160718
DARWIN,2018,5,76202,74029,150231,7979,8184,16163,84181,82213,166394
DARWIN,2018,6,84518,80484,165002,9976,10931,20907,94494,91415,185909
DARWIN,2018,7,96710,100013,196723,10465,9930,20395,107175,109943,217118
DARWIN,2018,8,86310,91491,177801,10085,10455,20540,96395,101946,198341
DARWIN,2018,9,81111,82002,163113,9327,9011,18338,90438,91013,181451
DARWIN,2018,10,74963,80197,155160,9424,8537,17961,84387,88734,173121
DARWIN,2018,11,62541,64400,126941,8426,8618,17044,70967,73018,143985
